Drug name,Drug ID,Drug target,Target Pathway,Feature Name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,fdr
AGI-6780,1634,IDH2 R140Q mutant,Metabolism,cnaPAAD2,10,15,0.519798677,5.328333108,4.806290657,0.172781865,0.522042451,0.688694149,1.162825881,0.215651246,50.31862403
AGI-6780,1634,IDH2 R140Q mutant,Metabolism,cnaPAAD4,15,10,0.027789655,5.02665706,4.997783504,0.943878185,0.028873555,1.119675389,0.899242845,0.94631785,94.63178499
Picolinici-acid,1635,Inflammatory related,Other,CDKN2A_mut,3,22,0.360657016,6.090793773,5.809642514,0.623127801,0.28115126,0.825529681,0.775032036,0.56358362,77.91406137
Picolinici-acid,1635,Inflammatory related,Other,EP300_mut,3,22,0.26753653,5.659238699,5.868490933,0.788633152,-0.209252234,1.169106435,0.734737782,0.667834812,77.91406137
Picolinici-acid,1635,Inflammatory related,Other,RNF43_mut,4,21,0.55412736,6.20100262,5.775262197,0.536605786,0.425740423,1.204240947,0.679199623,0.32032346,77.91406137
Picolinici-acid,1635,Inflammatory related,Other,SMAD4_mut,8,17,0.512629861,6.109013962,5.71837676,0.225246816,0.390637202,0.686056257,0.792977204,0.244016149,77.91406137
Picolinici-acid,1635,Inflammatory related,Other,TP53_mut,21,4,0.405660917,5.893752571,5.57892816,0.457408452,0.314824411,0.787323979,0.696477439,0.464654222,77.91406137
Picolinici-acid,1635,Inflammatory related,Other,cnaPAAD2,10,15,0.02235074,5.853911883,5.836359853,0.957858137,0.01755203,0.83415012,0.752222497,0.956812093,95.68120928
Picolinici-acid,1635,Inflammatory related,Other,cnaPAAD4,15,10,0.400620487,5.720084271,6.028325256,0.361033978,-0.308240985,0.700534202,0.865723747,0.336647534,77.91406137
AZD5153,1706,BRD4,Chromatin other,EP300_mut,3,21,0.092142191,2.386672877,2.570563869,0.83914956,-0.183890991,1.243238636,2.055886794,0.882686926,0.0
AZD5153,1706,BRD4,Chromatin other,RNF43_mut,3,21,0.687887514,3.716863412,2.380536649,0.407604529,1.336326763,2.21044956,1.913813507,0.277090368,0.0
AZD5153,1706,BRD4,Chromatin other,SMAD4_mut,8,16,0.298006223,2.940069196,2.351331644,0.534627562,0.588737552,2.259285178,1.828191786,0.498510079,0.0
AZD5153,1706,BRD4,Chromatin other,TP53_mut,20,4,0.692963744,2.770231386,1.434308037,0.114051375,1.33592335,2.020897264,1.178700074,0.219046301,0.0
AZD5153,1706,BRD4,Chromatin other,cnaPAAD2,9,15,0.76817144,3.441183243,2.011414046,0.079751351,1.429769198,1.774432814,1.909108192,0.082098337,0.0
AZD5153,1706,BRD4,Chromatin other,cnaPAAD4,15,9,0.228197043,2.717320142,2.264673084,0.572455997,0.452647058,2.130577622,1.695947552,0.593796901,0.0
CDK9_5576,1708,CDK9,Cell cycle,EP300_mut,3,21,0.711379298,-0.17234816,0.726771261,0.422480971,-0.899119421,1.546450598,1.232097577,0.261458823,52.29176466
CDK9_5576,1708,CDK9,Cell cycle,RNF43_mut,3,21,1.321258688,1.983233328,0.418831049,0.181627386,1.56440228,1.38922524,1.161511944,0.043634776,26.18086547
CDK9_5576,1708,CDK9,Cell cycle,SMAD4_mut,8,16,0.537437719,1.065185557,0.388979222,0.235708979,0.676206335,1.262736945,1.256083157,0.227618799,52.29176466
CDK9_5576,1708,CDK9,Cell cycle,TP53_mut,20,4,0.018019456,0.610472681,0.633924598,0.970800925,-0.023451918,1.33506627,1.064413567,0.974051889,97.40518893
CDK9_5576,1708,CDK9,Cell cycle,cnaPAAD2,9,15,0.078935405,0.550222926,0.652876378,0.852284623,-0.102653452,1.270649077,1.317213825,0.853210416,97.40518893
CDK9_5576,1708,CDK9,Cell cycle,cnaPAAD4,15,9,0.184549656,0.524698543,0.763852652,0.615460355,-0.239154109,1.514027219,0.778843775,0.665872343,97.40518893
CDK9_5038,1709,CDK9,Cell cycle,EP300_mut,3,21,0.893526193,-2.08187428,-0.675017874,0.154105039,-1.406856406,1.163205406,1.609859722,0.161808596,36.29486608
CDK9_5038,1709,CDK9,Cell cycle,RNF43_mut,3,21,0.851706771,0.327203135,-1.019171791,0.439199764,1.346374926,2.425200847,1.469914547,0.18147433,36.29486608
CDK9_5038,1709,CDK9,Cell cycle,SMAD4_mut,8,16,0.634948426,-0.185142255,-1.18374126,0.175357517,0.998599006,1.646203192,1.53723309,0.156701853,36.29486608
CDK9_5038,1709,CDK9,Cell cycle,TP53_mut,20,4,0.302726553,-0.768307945,-1.263709825,0.523977193,0.49540188,1.689973772,1.245295908,0.586041038,87.90615568
CDK9_5038,1709,CDK9,Cell cycle,cnaPAAD2,9,15,0.014132907,-0.865429583,-0.84214213,0.972629785,-0.023287453,1.499747066,1.726631682,0.973562867,97.35628669
CDK9_5038,1709,CDK9,Cell cycle,cnaPAAD4,15,9,0.069889241,-0.80771585,-0.922806717,0.847813967,0.115090867,1.933164809,0.957881998,0.869862097,97.35628669
Eg5_9814,1712,KSP11,Other,EP300_mut,3,21,0.154424348,-1.7140879,-1.475490768,0.625184766,-0.238597132,0.543719805,1.611340378,0.804757355,0.0
Eg5_9814,1712,KSP11,Other,RNF43_mut,3,21,0.82907672,-0.426238361,-1.659469274,0.203250775,1.233230913,1.188465129,1.514131831,0.192882102,0.0
Eg5_9814,1712,KSP11,Other,SMAD4_mut,8,16,0.607474003,-0.904975636,-1.805485296,0.185914987,0.90050966,1.504980818,1.471719886,0.174602088,0.0
Eg5_9814,1712,KSP11,Other,TP53_mut,20,4,0.416796803,-1.399219676,-2.035794075,0.510286834,0.636574399,1.509886202,1.633292101,0.454758606,0.0
Eg5_9814,1712,KSP11,Other,cnaPAAD2,9,15,0.35036271,-1.171694154,-1.705488162,0.426196575,0.533794008,1.588746743,1.485005083,0.414925028,0.0
Eg5_9814,1712,KSP11,Other,cnaPAAD4,15,9,0.119062952,-1.436356766,-1.620246481,0.751126686,0.183889715,1.771531015,1.033340131,0.780289772,0.0
ERK_2440,1713,"ERK1,ERK2",ERK MAPK signaling,EP300_mut,3,21,0.763522424,1.877830058,2.983124792,0.474570761,-1.105294734,2.179536268,1.352828356,0.229111862,67.22516524
ERK_2440,1713,"ERK1,ERK2",ERK MAPK signaling,RNF43_mut,3,21,0.011088847,2.830436824,2.847038111,0.97404074,-0.016601287,0.615289587,1.558086367,0.985827933,98.58279331
ERK_2440,1713,"ERK1,ERK2",ERK MAPK signaling,SMAD4_mut,8,16,0.059953766,2.904775822,2.815056515,0.906553916,0.089719307,1.912143643,1.256279279,0.891138562,98.58279331
ERK_2440,1713,"ERK1,ERK2",ERK MAPK signaling,TP53_mut,20,4,0.673821811,3.007594773,2.03180384,0.031330934,0.975790933,1.547288109,0.465025479,0.231606004,67.22516524
ERK_2440,1713,"ERK1,ERK2",ERK MAPK signaling,cnaPAAD2,9,15,0.325620592,3.145599692,2.664580906,0.515711905,0.481018786,1.973859856,1.096750376,0.448167768,67.22516524
ERK_2440,1713,"ERK1,ERK2",ERK MAPK signaling,cnaPAAD4,15,9,0.364438733,3.04617909,2.509602718,0.326525785,0.536576372,1.716815719,0.896287077,0.396726512,67.22516524
ERK_6604,1714,"ERK1,ERK2",ERK MAPK signaling,EP300_mut,3,21,1.053665915,1.946761848,3.323957507,0.359824129,-1.377195659,2.025524807,1.212001251,0.10187385,0.0
ERK_6604,1714,"ERK1,ERK2",ERK MAPK signaling,RNF43_mut,3,21,0.267231587,2.827946658,3.198073963,0.678467581,-0.370127306,1.28365894,1.394776415,0.669255562,0.0
ERK_6604,1714,"ERK1,ERK2",ERK MAPK signaling,SMAD4_mut,8,16,0.194479143,3.331325054,3.062049548,0.695599623,0.269275506,1.688184681,1.217284038,0.65773083,0.0
ERK_6604,1714,"ERK1,ERK2",ERK MAPK signaling,TP53_mut,20,4,0.550196932,3.276527627,2.528210164,0.182289072,0.748317463,1.429032826,0.794992038,0.326050609,0.0
ERK_6604,1714,"ERK1,ERK2",ERK MAPK signaling,cnaPAAD2,9,15,0.112773832,3.249686969,3.093080699,0.828458714,0.15660627,2.003704045,0.858012655,0.791601386,0.0
ERK_6604,1714,"ERK1,ERK2",ERK MAPK signaling,cnaPAAD4,15,9,0.266764786,3.289703526,2.921982257,0.488073744,0.367721269,1.554523818,0.99818389,0.533458778,0.0
IRAK4_4710,1716,IRAK4,"Other, kinases",EP300_mut,3,21,0.528093376,5.93285441,5.516912795,0.490306029,0.415941615,0.845761556,0.781577883,0.401436847,0.0
IRAK4_4710,1716,IRAK4,"Other, kinases",RNF43_mut,3,21,1.228710355,6.361262545,5.455711632,0.364266528,0.905550912,1.347454063,0.644911839,0.059074459,0.0
IRAK4_4710,1716,IRAK4,"Other, kinases",SMAD4_mut,8,16,0.165112836,5.656744812,5.524985839,0.730373416,0.131758974,0.918889369,0.734799601,0.706629668,0.0
IRAK4_4710,1716,IRAK4,"Other, kinases",TP53_mut,20,4,0.700209804,5.659051518,5.118175387,0.236896935,0.540876131,0.781263852,0.71409661,0.214430653,0.0
IRAK4_4710,1716,IRAK4,"Other, kinases",cnaPAAD2,9,15,0.192980105,5.472796409,5.626570949,0.609955614,-0.15377454,0.54601867,0.909628895,0.651661579,0.0
IRAK4_4710,1716,IRAK4,"Other, kinases",cnaPAAD4,15,9,0.225134786,5.50174597,5.680838041,0.606745361,-0.179092071,0.776193662,0.82817276,0.598727827,0.0
JAK1_8709,1718,JAK1,"Other, kinases",EP300_mut,3,21,0.768625045,4.470536949,5.214684236,0.500361065,-0.744147286,1.57145159,0.885498744,0.226117259,60.99979124
JAK1_8709,1718,JAK1,"Other, kinases",RNF43_mut,3,21,0.980091501,5.935335749,5.005427264,0.391397185,0.929908485,1.483133114,0.877650406,0.126571649,60.99979124
JAK1_8709,1718,JAK1,"Other, kinases",SMAD4_mut,8,16,0.366325221,5.362412205,5.001292635,0.456763932,0.36111957,1.166563139,0.888935519,0.406665275,60.99979124
JAK1_8709,1718,JAK1,"Other, kinases",TP53_mut,20,4,0.481238694,5.200634761,4.726821145,0.340652201,0.473813615,1.012729769,0.783059563,0.389104227,60.99979124
JAK1_8709,1718,JAK1,"Other, kinases",cnaPAAD2,9,15,0.028539464,5.139531382,5.11094649,0.946933403,0.028584891,1.006354871,0.998859739,0.946645985,94.6645985
JAK1_8709,1718,JAK1,"Other, kinases",cnaPAAD4,15,9,0.103663637,5.082779415,5.186476507,0.777140065,-0.103697092,1.1697601,0.597647501,0.80806991,94.6645985
AZD5991,1720,MCL1,Apoptosis regulation,EP300_mut,3,21,0.548837933,5.701937181,6.289176361,0.63761234,-0.58723918,1.835350145,0.960450061,0.383505656,57.52584836
AZD5991,1720,MCL1,Apoptosis regulation,RNF43_mut,3,21,1.725423522,7.628105019,6.014009527,0.133189259,1.614095493,1.187439669,0.906437752,0.010542584,6.325550278
AZD5991,1720,MCL1,Apoptosis regulation,SMAD4_mut,8,16,0.840974815,6.779886942,5.933713724,0.063020391,0.846173218,0.944129149,1.033865347,0.065030525,13.006105
AZD5991,1720,MCL1,Apoptosis regulation,TP53_mut,20,4,0.091006527,6.199263729,6.298310133,0.840286045,-0.099046404,1.12794791,0.792837454,0.869552972,96.91649233
AZD5991,1720,MCL1,Apoptosis regulation,cnaPAAD2,9,15,0.016485148,6.226991551,6.20903941,0.965012308,0.017952141,0.735408605,1.24679928,0.969164923,96.91649233
AZD5991,1720,MCL1,Apoptosis regulation,cnaPAAD4,15,9,0.861831672,5.893118689,6.753526086,0.029024,-0.860407397,1.149588291,0.6543699,0.053104962,13.006105
PAK_5339,1730,"PAK1, PAK2",Cytoskeleton,EP300_mut,3,21,0.872752191,2.418399708,3.100934702,0.140779034,-0.682534994,0.540034902,0.802244953,0.171352052,39.03648875
PAK_5339,1730,"PAK1, PAK2",Cytoskeleton,RNF43_mut,3,21,0.562181469,3.410047726,2.9592707,0.63590981,0.450777027,1.401886085,0.714636708,0.37225313,44.67037563
PAK_5339,1730,"PAK1, PAK2",Cytoskeleton,SMAD4_mut,8,16,0.786282956,3.414904943,2.815974271,0.152433219,0.598930672,0.999724172,0.620149453,0.083049141,39.03648875
PAK_5339,1730,"PAK1, PAK2",Cytoskeleton,TP53_mut,20,4,0.73179703,2.919805445,3.494679745,0.056330574,-0.5748743,0.831607935,0.381495544,0.195182444,39.03648875
PAK_5339,1730,"PAK1, PAK2",Cytoskeleton,cnaPAAD2,9,15,0.452086886,2.790627244,3.150612178,0.311765758,-0.359984934,0.845410434,0.766783267,0.295243564,44.28653453
PAK_5339,1730,"PAK1, PAK2",Cytoskeleton,cnaPAAD4,15,9,0.052304109,3.031633256,2.988925448,0.900241853,0.042707808,0.843097953,0.767823509,0.902402054,90.24020537
TAF1_5496,1732,TAF1,Other,EP300_mut,3,21,0.381203311,4.861201155,4.249633341,0.67878263,0.611567814,2.173560478,1.535822506,0.543166662,0.0
TAF1_5496,1732,TAF1,Other,RNF43_mut,3,21,0.938612898,5.590265069,4.145481353,0.358182263,1.444783716,2.115114862,1.469331291,0.142571861,0.0
TAF1_5496,1732,TAF1,Other,SMAD4_mut,8,16,0.124907231,4.460571591,4.258833181,0.792878149,0.201738409,1.841531716,1.49777177,0.775694315,0.0
TAF1_5496,1732,TAF1,Other,TP53_mut,20,4,0.555371585,4.472477345,3.594089184,0.409544273,0.87838816,1.548502392,1.777105909,0.321621792,0.0
TAF1_5496,1732,TAF1,Other,cnaPAAD2,9,15,0.346890389,4.671630841,4.118748404,0.35469008,0.552882437,1.018821084,1.843562546,0.419494291,0.0
TAF1_5496,1732,TAF1,Other,cnaPAAD4,15,9,0.333900925,4.126292762,4.659056911,0.468061951,-0.532764149,1.447414336,1.826158305,0.436865963,0.0
ULK1_4989,1733,ULK1,"Other, kinases",EP300_mut,3,21,0.728634974,2.434539582,3.715913845,0.104743214,-1.281374263,0.884029268,1.823121931,0.250398802,50.07976043
ULK1_4989,1733,ULK1,"Other, kinases",RNF43_mut,3,21,1.531952203,5.704302237,3.248804895,0.354067778,2.455497342,3.55684664,1.249377037,0.021180462,12.70827748
ULK1_4989,1733,ULK1,"Other, kinases",SMAD4_mut,8,16,0.392680498,4.021845566,3.322690311,0.469290773,0.699155255,2.435112679,1.371934911,0.374308786,56.14631797
ULK1_4989,1733,ULK1,"Other, kinases",TP53_mut,20,4,0.656195756,3.747901477,2.594944991,0.054946239,1.152956485,1.869666205,0.707134011,0.243647896,50.07976043
ULK1_4989,1733,ULK1,"Other, kinases",cnaPAAD2,9,15,0.047020886,3.609020517,3.52377499,0.890238445,0.085245527,0.597428555,2.227302729,0.912215361,95.95566585
ULK1_4989,1733,ULK1,"Other, kinases",cnaPAAD4,15,9,0.0216261,3.570447807,3.531232488,0.948178291,0.039215319,2.260119607,0.321307433,0.959556658,95.95566585
VSP34_8731,1734,VSP34,Other,EP300_mut,3,21,0.171237783,2.692820805,2.873709772,0.808385049,-0.180888967,1.096347404,1.052279118,0.784034981,0.0
VSP34_8731,1734,VSP34,Other,RNF43_mut,3,21,2.095968923,4.42307628,2.626530418,0.087715296,1.796545861,1.058115688,0.834388008,0.002596854,0.0
VSP34_8731,1734,VSP34,Other,SMAD4_mut,8,16,0.307008773,3.065251835,2.744022059,0.543408413,0.321229775,1.297470797,0.905587174,0.485766796,0.0
VSP34_8731,1734,VSP34,Other,TP53_mut,20,4,0.658090993,2.963534462,2.288919598,0.131615089,0.674614864,1.074291957,0.629998923,0.242330933,0.0
VSP34_8731,1734,VSP34,Other,cnaPAAD2,9,15,0.09426956,2.913375918,2.813732291,0.81973239,0.099643627,0.971038152,1.103128788,0.825147306,0.0
VSP34_8731,1734,VSP34,Other,cnaPAAD4,15,9,0.414481061,2.69011853,3.119398853,0.320564213,-0.429280323,1.085790234,0.941669014,0.336281638,0.0
Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,EP300_mut,3,21,0.419841512,2.64702892,3.227862799,0.62330046,-0.580833879,1.718670576,1.345352909,0.503460643,0.0
Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,RNF43_mut,3,21,0.082550398,3.256192437,3.14083944,0.892294267,0.115352998,1.239259723,1.412201804,0.89481864,0.0
Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,SMAD4_mut,8,16,0.112845289,3.260263345,3.102756174,0.827752503,0.157507171,1.822427205,1.143437468,0.79682089,0.0
Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,TP53_mut,20,4,0.391435146,3.245418013,2.704461323,0.276835889,0.54095669,1.462687267,0.675194586,0.48233462,0.0
Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,cnaPAAD2,9,15,0.511958984,3.588286773,2.895441639,0.314183305,0.692845134,1.811630801,1.001302525,0.237538284,0.0
Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,cnaPAAD4,15,9,0.386326303,3.354023424,2.823983798,0.360342208,0.530039626,1.41561029,1.292144701,0.369469158,0.0
IGF1R_3801,1738,IGFR1,IGF1R signaling,EP300_mut,3,21,0.396213381,1.705141871,2.329430608,0.101719922,-0.624288737,0.093868366,1.652276133,0.527545632,0.0
IGF1R_3801,1738,IGFR1,IGF1R signaling,RNF43_mut,3,21,0.744735702,3.255042945,2.108016169,0.317531072,1.147026777,1.508305628,1.543330853,0.240397571,0.0
IGF1R_3801,1738,IGFR1,IGF1R signaling,SMAD4_mut,8,16,0.111267079,2.369185171,2.192499188,0.79874743,0.176685983,1.555035506,1.603071331,0.799597346,0.0
IGF1R_3801,1738,IGFR1,IGF1R signaling,TP53_mut,20,4,1.881578518,2.653743595,0.239649118,0.001502232,2.414094477,1.345941895,0.773563857,0.002363507,0.0
IGF1R_3801,1738,IGFR1,IGF1R signaling,cnaPAAD2,9,15,0.5745906,2.799831888,1.922332092,0.145412611,0.877499796,1.130243522,1.713186724,0.186745534,0.0
IGF1R_3801,1738,IGFR1,IGF1R signaling,cnaPAAD4,15,9,0.136697032,2.332722783,2.115847403,0.719216345,0.21687538,1.801005349,1.116117926,0.748844747,0.0
JAK_8517,1739,"JAK1, JAK2","Other, kinases",EP300_mut,3,21,0.297395133,4.265112361,3.780503924,0.777402505,0.484608437,2.567907333,1.503801663,0.634681658,92.90856933
JAK_8517,1739,"JAK1, JAK2","Other, kinases",RNF43_mut,3,21,2.214855809,6.362417132,3.480888957,0.125147221,2.881528175,2.015710157,1.206463157,0.001636284,0.98177043
JAK_8517,1739,"JAK1, JAK2","Other, kinases",SMAD4_mut,8,16,0.068459104,3.915798803,3.803720566,0.884137292,0.112078237,1.831325776,1.538178153,0.875820579,92.90856933
JAK_8517,1739,"JAK1, JAK2","Other, kinases",TP53_mut,20,4,1.383930862,4.173718614,2.177886802,9.32416e-05,1.995831812,1.542679847,0.423468794,0.01921129,5.763387027
JAK_8517,1739,"JAK1, JAK2","Other, kinases",cnaPAAD2,9,15,0.037955858,3.87993217,3.817768664,0.917464513,0.062163505,0.982966733,1.913889616,0.929085693,92.90856933
JAK_8517,1739,"JAK1, JAK2","Other, kinases",cnaPAAD4,15,9,0.108199541,3.77471418,3.951689643,0.791633538,-0.176975462,1.726802308,1.462494882,0.799858445,92.90856933
GSK2256098C,1776,FAK1,Cytoskeleton,EP300_mut,3,21,0.225697042,5.34374609,5.170686981,0.755318974,0.173059109,0.814022966,0.761890345,0.71810308,0.0
GSK2256098C,1776,FAK1,Cytoskeleton,RNF43_mut,3,21,1.958927308,6.284139812,5.03634502,0.154234186,1.247794792,0.987739916,0.590553053,0.004394644,0.0
GSK2256098C,1776,FAK1,Cytoskeleton,SMAD4_mut,8,16,0.365351022,5.376688448,5.10013483,0.433384271,0.276553618,0.819140314,0.726112139,0.407894642,0.0
GSK2256098C,1776,FAK1,Cytoskeleton,TP53_mut,20,4,0.158495287,5.212597345,5.090929493,0.79182639,0.121667851,0.763270717,0.794778149,0.775006591,0.0
GSK2256098C,1776,FAK1,Cytoskeleton,cnaPAAD2,9,15,0.31465042,5.042949033,5.281941571,0.422158614,-0.238992539,0.583324599,0.843885392,0.463411426,0.0
GSK2256098C,1776,FAK1,Cytoskeleton,cnaPAAD4,15,9,0.416459418,5.074784598,5.388210654,0.29093621,-0.313426056,0.835910915,0.57861757,0.334029097,0.0
GSK2276186C,1777,"JAK1, JAK2, JAK3","Other, kinases",EP300_mut,3,21,0.216345041,6.136844146,5.932303984,0.710852518,0.204540163,0.787366674,0.959811093,0.729283179,96.91352104
GSK2276186C,1777,"JAK1, JAK2, JAK3","Other, kinases",RNF43_mut,3,21,1.642134082,7.142773265,5.788599824,0.136355567,1.354173441,1.012244604,0.803476657,0.014285736,8.571441468
GSK2276186C,1777,"JAK1, JAK2, JAK3","Other, kinases",SMAD4_mut,8,16,0.435227269,6.226849311,5.823382601,0.359496273,0.40346671,1.025951505,0.877049462,0.325769615,96.91352104
GSK2276186C,1777,"JAK1, JAK2, JAK3","Other, kinases",TP53_mut,20,4,0.375847371,6.016634325,5.664057399,0.441763306,0.352576926,0.966735497,0.731008283,0.499755564,96.91352104
GSK2276186C,1777,"JAK1, JAK2, JAK3","Other, kinases",cnaPAAD2,9,15,0.035724884,5.979036636,5.945172425,0.924759779,0.033864211,0.657108962,1.079473164,0.933243162,96.91352104
GSK2276186C,1777,"JAK1, JAK2, JAK3","Other, kinases",cnaPAAD4,15,9,0.016501041,5.952005147,5.967648766,0.966992343,-0.015643618,1.02848758,0.787723789,0.96913521,96.91352104
GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,EP300_mut,3,21,0.587387059,4.547846038,5.004734191,0.019154062,-0.456888153,0.045025592,0.81567229,0.351600786,71.60850952
GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,RNF43_mut,3,21,0.579420863,5.342188697,4.891256668,0.645326285,0.450932029,1.446771236,0.675957835,0.358042548,71.60850952
GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,SMAD4_mut,8,16,0.647095458,5.273856654,4.784506431,0.204487759,0.489350223,0.908865843,0.673252867,0.149276301,71.60850952
GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,TP53_mut,20,4,0.010136609,4.948964033,4.940918865,0.986878094,0.008045168,0.784174716,0.851382236,0.985401349,99.91571462
GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,cnaPAAD2,9,15,0.173727985,4.861775923,4.999131522,0.670154662,-0.137355599,0.696306837,0.83979464,0.684302987,99.91571462
GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,cnaPAAD4,15,9,0.000450489,4.947757251,4.947399707,0.999091815,0.000357545,0.867453743,0.644571169,0.999157146,99.91571462
GSK626616AC,1779,DYRK1A,"Other, kinases",EP300_mut,3,21,0.09465381,1.825632958,1.758824905,0.882609401,0.066808053,0.661761588,0.710069736,0.879514956,96.03552511
GSK626616AC,1779,DYRK1A,"Other, kinases",RNF43_mut,3,21,1.89274982,2.746085045,1.62733175,0.171851113,1.118753295,0.945614747,0.543033408,0.00564876,3.389256053
GSK626616AC,1779,DYRK1A,"Other, kinases",SMAD4_mut,8,16,0.630109219,2.050505669,1.625511033,0.207691443,0.424994636,0.788212114,0.614236449,0.159742333,47.92269992
GSK626616AC,1779,DYRK1A,"Other, kinases",TP53_mut,20,4,0.027537908,1.763934924,1.783380854,0.96746931,-0.01944593,0.682581346,0.840211192,0.960355251,96.03552511
GSK626616AC,1779,DYRK1A,"Other, kinases",cnaPAAD2,9,15,0.382422398,1.601456084,1.866607809,0.310654885,-0.265151725,0.451990332,0.799183665,0.37423762,56.13564299
GSK626616AC,1779,DYRK1A,"Other, kinases",cnaPAAD4,15,9,0.389434686,1.665988252,1.935822013,0.304111689,-0.269833761,0.795863549,0.460219085,0.3657014,56.13564299
GSK3337463A,1780,NIK,"Other, kinases",EP300_mut,3,21,0.320598028,6.418783243,6.135621922,0.694556535,0.283161321,1.057672189,0.863848845,0.608649018,91.29735275
GSK3337463A,1780,NIK,"Other, kinases",RNF43_mut,3,21,2.245456194,7.550619889,5.973930973,0.121017155,1.576688916,1.082293385,0.6520805,0.001451919,0.871151391
GSK3337463A,1780,NIK,"Other, kinases",SMAD4_mut,8,16,0.692016123,6.559073255,5.976989003,0.160221952,0.582084252,0.948842949,0.785847278,0.124275904,37.28277108
GSK3337463A,1780,NIK,"Other, kinases",TP53_mut,20,4,0.16732019,6.195745594,6.047374551,0.760007095,0.148371044,0.896509097,0.822250632,0.762869655,91.54435863
GSK3337463A,1780,NIK,"Other, kinases",cnaPAAD2,9,15,0.034722813,6.151735271,6.182586177,0.92247432,-0.030850906,0.458732443,1.058424484,0.935111185,93.51111854
GSK3337463A,1780,NIK,"Other, kinases",cnaPAAD4,15,9,0.223378525,6.097049781,6.29429593,0.584512672,-0.197246149,0.937880885,0.77773522,0.601564738,91.29735275
GSK2830371A,1782,PPM1D,Other,EP300_mut,3,21,0.106628134,6.151106114,6.058493753,0.922430064,0.092612361,1.440965717,0.788788737,0.864421693,0.0
GSK2830371A,1782,PPM1D,Other,RNF43_mut,3,21,1.994623892,7.319199155,5.891623318,0.049889362,1.427575837,0.674725314,0.719682068,0.003834763,0.0
GSK2830371A,1782,PPM1D,Other,SMAD4_mut,8,16,0.528786263,6.36657968,5.921815607,0.22487384,0.444764072,0.784104449,0.866421003,0.234944138,0.0
GSK2830371A,1782,PPM1D,Other,TP53_mut,20,4,0.111307478,6.086178882,5.989527376,0.823397969,0.096651507,0.889537524,0.719636731,0.840831941,0.0
GSK2830371A,1782,PPM1D,Other,cnaPAAD2,9,15,0.163670246,6.158675469,6.016907195,0.659009389,0.141768274,0.546733714,1.004085865,0.701615063,0.0
GSK2830371A,1782,PPM1D,Other,cnaPAAD4,15,9,0.777109056,5.834334518,6.462963265,0.078188866,-0.628628747,0.824430398,0.781071502,0.078833584,0.0
LMB_AB1,1783,"ADRA1A, ADRB1",Other,EP300_mut,3,21,0.164533034,6.415287267,6.270578124,0.814471615,0.144709143,0.906273509,0.876793372,0.792279846,95.07358151
LMB_AB1,1783,"ADRA1A, ADRB1",Other,RNF43_mut,3,21,1.90123277,7.513625571,6.113672652,0.142151832,1.399952919,1.059919393,0.695753294,0.005470542,3.282325288
LMB_AB1,1783,"ADRA1A, ADRB1",Other,SMAD4_mut,8,16,0.481214639,6.563665352,6.151167474,0.299896542,0.412497877,0.906086319,0.833407765,0.278429784,61.47190787
LMB_AB1,1783,"ADRA1A, ADRB1",Other,TP53_mut,20,4,0.195781411,6.317328726,6.14535697,0.770515212,0.171971757,0.851775767,1.031094398,0.72416396,95.07358151
LMB_AB1,1783,"ADRA1A, ADRB1",Other,cnaPAAD2,9,15,0.005841192,6.291882816,6.286737137,0.987026559,0.00514568,0.475122948,1.044266033,0.989071644,98.9071644
LMB_AB1,1783,"ADRA1A, ADRB1",Other,cnaPAAD4,15,9,0.440620323,6.146591392,6.525459058,0.276937418,-0.378867666,0.931520583,0.717401587,0.307359539,61.47190787
LMB_AB3,1785,PPP1R15B,Other,EP300_mut,3,21,0.726277293,6.463255963,5.817943153,0.373985743,0.645312809,0.980690855,0.878772758,0.25188904,0.0
LMB_AB3,1785,PPP1R15B,Other,RNF43_mut,3,21,2.222925521,7.311831154,5.696718126,0.07975886,1.615113028,0.905044087,0.706247366,0.001585543,0.0
LMB_AB3,1785,PPP1R15B,Other,SMAD4_mut,8,16,0.13267599,5.979460628,5.858180568,0.771431568,0.121280061,0.972053304,0.885769151,0.762179528,0.0
LMB_AB3,1785,PPP1R15B,Other,TP53_mut,20,4,0.442937535,5.965249876,5.565394146,0.395288978,0.399855731,0.923957312,0.75460179,0.427352964,0.0
