Drug name,Drug ID,Drug target,Target Pathway,Feature Name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,fdr,-log10_pval,fdr_scaled,sensitive,Response_Label,Pathway_Score,Drug name_Enc,Drug target_Enc,Target Pathway_Enc,Feature Name_Enc
Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,cnaPAAD2,9,18,0.08394250893828333,0.52077293032023,0.46360008113661566,0.6875994370102503,0.5342809744776053,0.34987254235088405,0.1615759681808357,0.6245332631343465,0.0,0.055261478454301426,0.0,1.0,0,0.2326247853551306,190,0.5697674418604651,0.4090909090909091,6
Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,cnaPAAD3,3,24,0.10368821525486717,0.5008795976470705,0.4693762119646376,0.7235860114524049,0.4620965988909215,0.26534827304329484,0.22185209034184222,0.6868162507808856,0.0,0.04410267492007793,0.0,1.0,0,0.2326247853551306,190,0.5697674418604651,0.4090909090909091,7
Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,cnaPAAD4,17,10,0.22257112343494007,0.5239891512303256,0.4478285391575195,0.1518889813758703,0.584975427251259,0.27596698928390356,0.1541903577598053,0.19040420550174256,0.0,0.19465385262741597,0.0,0.0,1,0.2326247853551306,190,0.5697674418604651,0.4090909090909091,8
CCT007093,1067,PPM1D,Cell cycle,ARID1A_mut,3,25,0.1790859836343469,0.7086034302202685,0.6542709710942772,0.22136644570736277,0.5709221853605836,0.10450550400569261,0.23174373781667057,0.48637763999290784,0.8910634565033762,0.08460808185035638,0.891063456503376,0.0,1,0.37104952474690905,47,0.7732558139534884,0.09090909090909091,0
CCT007093,1067,PPM1D,Cell cycle,CDKN2A_mut,4,24,0.08747041702591375,0.6972697395489611,0.6552368679379778,0.5508133466143813,0.535911723991875,0.1344080859762598,0.236847192629489,0.699545893799884,1.0,0.04194692252604218,1.0,1.0,0,0.37104952474690905,47,0.7732558139534884,0.09090909090909091,1
CCT007093,1067,PPM1D,Cell cycle,EP300_mut,3,25,0.17555528609902368,0.7081880040639297,0.6543252736007319,0.6173374321538045,0.5695892044531657,0.3166276766795467,0.2169452508650982,0.49493416312960864,0.8910634565033762,0.0825611815207735,0.891063456503376,0.0,1,0.37104952474690905,47,0.7732558139534884,0.09090909090909091,2
CCT007093,1067,PPM1D,Cell cycle,RNF43_mut,3,25,0.4946802352948374,0.7430439645384198,0.6497690690773879,0.25363314530758435,0.6814317797581438,0.31891078649505916,0.1996232237391664,0.06184293619277736,0.3242942637085073,0.32644271798350166,0.3242942637085073,0.0,1,0.37104952474690905,47,0.7732558139534884,0.09090909090909091,3
CCT007093,1067,PPM1D,Cell cycle,SMAD4_mut,8,20,0.021054891529405387,0.6850795418557576,0.6579704042633453,0.9192182052163542,0.49379842679560165,0.32718936377960434,0.19401680624014186,0.9043269702403627,1.0,0.011805785793469017,1.0,1.0,0,0.37104952474690905,47,0.7732558139534884,0.09090909090909091,4
CCT007093,1067,PPM1D,Cell cycle,TP53_mut,23,5,0.0,0.6871295929543446,0.6570656542267481,0.9998246660830811,0.5020512085485795,0.2724120941976674,0.13083795824878758,1.0,1.0,0.0,1.0,1.0,0,0.37104952474690905,47,0.7732558139534884,0.09090909090909091,5
CCT007093,1067,PPM1D,Cell cycle,cnaPAAD2,9,19,0.008398701055274013,0.6879089209688306,0.6566748408672424,0.9519011171704456,0.5053117851472446,0.16358148529248176,0.25887208622128516,0.9604040503785196,1.0,0.004742944889179992,1.0,1.0,0,0.37104952474690905,47,0.7732558139534884,0.09090909090909091,6
CCT007093,1067,PPM1D,Cell cycle,cnaPAAD3,3,25,0.47564603412373213,0.6331005303639622,0.6641403492615736,1.2217134303189116e-05,0.32865547826659347,0.013481906308712849,0.21893503603059256,0.07187962585183157,0.3242942637085073,0.30883623594540976,0.3242942637085073,0.0,1,0.37104952474690905,47,0.7732558139534884,0.09090909090909091,7
CCT007093,1067,PPM1D,Cell cycle,cnaPAAD4,17,11,0.19053467128127569,0.6772418485860137,0.6737195817370639,0.2698940813908271,0.42992265802222435,0.23210923273679565,0.24837598272279754,0.24609474634485817,0.7387369302659953,0.16455558711861537,0.7387369302659953,0.0,1,0.37104952474690905,47,0.7732558139534884,0.09090909090909091,8
Obatoclax Mesylate,1068,"BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,ARID1A_mut,3,25,0.12716981043061712,0.40319352541852194,0.365304692673779,0.6508951200129626,0.45594937931045654,0.23637627586844442,0.20734500707483183,0.6202988294048181,0.7976247789214223,0.05606005973784414,0.7976247789214223,1.0,0,0.30224313959806354,153,0.13953488372093023,0.045454545454545456,0
Obatoclax Mesylate,1068,"BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,CDKN2A_mut,3,25,0.12716981043061712,0.40319352541852194,0.365304692673779,0.6508951200129626,0.45594937931045654,0.23637627586844442,0.20734500707483183,0.6202988294048181,0.7976247789214223,0.05606005973784414,0.7976247789214223,1.0,0,0.30224313959806354,153,0.13953488372093023,0.045454545454545456,1
Obatoclax Mesylate,1068,"BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,EP300_mut,3,25,0.22157318793474115,0.39278602852829625,0.36666511096656335,0.4118691598060093,0.4225547679466246,0.21172492918529173,0.2067113166816168,0.39028041230686045,0.7976247789214223,0.11044269125279746,0.7976247789214223,0.0,1,0.30224313959806354,153,0.13953488372093023,0.045454545454545456,2
Obatoclax Mesylate,1068,"BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,RNF43_mut,3,25,0.4671567744255735,0.4673558048177304,0.35691770621667296,0.1387862165725457,0.6618273547174474,0.1974848376660789,0.19555154225733223,0.0767922111239893,0.6927929457555553,0.301094413395946,0.6927929457555553,0.0,1,0.30224313959806354,153,0.13953488372093023,0.045454545454545456,3
Obatoclax Mesylate,1068,"BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,SMAD4_mut,8,20,0.1897669781555598,0.43438131680679615,0.3560939815166891,0.2866968739141327,0.5695246280970067,0.23107138832414226,0.20476216320879512,0.2843441857662223,0.7976247789214223,0.14760487918046683,0.7976247789214223,0.0,1,0.30224313959806354,153,0.13953488372093023,0.045454545454545456,4
Obatoclax Mesylate,1068,"BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,TP53_mut,23,5,0.10315770449004949,0.4152194131257606,0.37509961010305026,0.4871387435848282,0.4646412423000002,0.25523234340582907,0.10486427947931995,0.6186772108753249,0.7976247789214223,0.05636732839838549,0.7976247789214223,1.0,0,0.30224313959806354,153,0.13953488372093023,0.045454545454545456,5
Obatoclax Mesylate,1068,"BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,cnaPAAD2,9,19,0.010889103180496329,0.4184954717751246,0.3629397272509289,0.9557467501394942,0.5060082121186701,0.3054873941294959,0.17306362776073464,0.9487043833349135,0.953006947230264,0.006181842266956078,0.953006947230264,1.0,0,0.30224313959806354,153,0.13953488372093023,0.045454545454545456,6
Obatoclax Mesylate,1068,"BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,cnaPAAD3,3,25,0.19959106705128327,0.3951813459317846,0.3663520065122002,0.25011634833822666,0.4302406406205081,0.12236626314381178,0.21270768570618792,0.4383920024962122,0.7976247789214223,0.09679944204484715,0.7976247789214223,0.0,1,0.30224313959806354,153,0.13953488372093023,0.045454545454545456,7
Obatoclax Mesylate,1068,"BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,cnaPAAD4,17,11,0.009534172354217156,0.4170680855239909,0.364237307736433,0.9480172114675882,0.49850614237645274,0.27804418054985264,0.13434595382307904,0.952997539354248,0.953006947230264,0.005651793182092403,0.953006947230264,1.0,0,0.30224313959806354,153,0.13953488372093023,0.045454545454545456,8
EHT-1864,1069,"RAC1, RAC2, RAC3",Cytoskeleton,ARID1A_mut,3,25,0.005544730256781161,0.5852363542589094,0.5452536928305831,0.9825264917967113,0.5042087032757305,0.23230665723204136,0.22801868490712868,0.982797252819852,0.9828006958984976,0.0020371136345230375,0.9828006958984976,1.0,0,0.4060783460157082,68,0.813953488372093,0.2727272727272727,0
EHT-1864,1069,"RAC1, RAC2, RAC3",Cytoskeleton,CDKN2A_mut,4,24,0.06221945541416709,0.5773069684483267,0.5466584450283206,0.7499496557970337,0.4777970738456949,0.20293123149459366,0.2320824922458103,0.7835380117871017,0.9828006958984976,0.028636469430953573,0.9828006958984976,1.0,0,0.4060783460157082,68,0.813953488372093,0.2727272727272727,1
EHT-1864,1069,"RAC1, RAC2, RAC3",Cytoskeleton,EP300_mut,3,25,0.01151494138944174,0.5859602651642952,0.5451590667148569,0.9648185784793624,0.5065315215069603,0.24045173376632625,0.2273759429442565,0.9642013273939121,0.9828006958984976,0.004279697092627182,0.9828006958984976,1.0,0,0.4060783460157082,68,0.813953488372093,0.2727272727272727,2
EHT-1864,1069,"RAC1, RAC2, RAC3",Cytoskeleton,RNF43_mut,3,25,0.21912303141938336,0.6107616500440392,0.5419171481991517,0.429936700172126,0.5861119066897044,0.23494285476237023,0.223732357194811,0.3954690794934816,0.7120621404521864,0.10889269973213353,0.7120621404521864,0.0,1,0.4060783460157082,68,0.813953488372093,0.2727272727272727,3
EHT-1864,1069,"RAC1, RAC2, RAC3",Cytoskeleton,SMAD4_mut,8,20,0.2233042727512852,0.605565954525634,0.5361868169224031,0.20005701001774612,0.5862978365682537,0.23347044021728622,0.22418110642195627,0.2096422738305235,0.6294013993199311,0.18336308247792227,0.6294013993199311,0.0,1,0.4060783460157082,68,0.813953488372093,0.2727272727272727,4
EHT-1864,1069,"RAC1, RAC2, RAC3",Cytoskeleton,TP53_mut,23,5,0.0070189649885711546,0.5843786469833825,0.5462088039064749,0.9761153582220151,0.499239434888431,0.25366044387973247,0.2572987399900414,0.972916872096372,0.9828006958984976,0.0032233074377972875,0.9828006958984976,1.0,0,0.4060783460157082,68,0.813953488372093,0.2727272727272727,5
EHT-1864,1069,"RAC1, RAC2, RAC3",Cytoskeleton,cnaPAAD2,9,19,0.17532868188183212,0.6003904795720179,0.5371705570274588,0.2122305623819683,0.5688832246034163,0.15493212719721802,0.25480480230336033,0.3060240945458824,0.688866741085647,0.13898288703617062,0.6888667410856469,0.0,1,0.4060783460157082,68,0.813953488372093,0.2727272727272727,6
EHT-1864,1069,"RAC1, RAC2, RAC3",Cytoskeleton,cnaPAAD3,3,25,0.6237809053214602,0.5164083438883293,0.5542505613565194,0.0006888156252776166,0.28335976305129174,0.07739313015376709,0.20780397095945524,0.02071075535624965,0.09487098970927096,0.4541437905077901,0.09487098970927096,0.0,1,0.4060783460157082,68,0.813953488372093,0.2727272727272727,7
EHT-1864,1069,"RAC1, RAC2, RAC3",Cytoskeleton,cnaPAAD4,17,11,0.3944041365677333,0.5655865254077256,0.5772696988132255,0.018891282408463994,0.3637092598768412,0.2441874874832524,0.18061234043000027,0.02088646895326863,0.09487098970927096,0.4531612377696232,0.09487098970927096,0.0,1,0.4060783460157082,68,0.813953488372093,0.2727272727272727,8
Avagacestat,1072,"Amyloid beta20, Amyloid beta40",Other,ARID1A_mut,3,25,0.2714623694020545,0.6884264211089296,0.6183010978476136,0.0564549347701262,0.6077199783438196,0.09031794740001545,0.23560124238415964,0.29424920229486035,0.0,0.1435870059013813,0.0,0.0,1,0.45607781169747236,29,0.08139534883720931,0.7272727272727273,0
Avagacestat,1072,"Amyloid beta20, Amyloid beta40",Other,CDKN2A_mut,4,24,0.11370886263624057,0.6689589390224908,0.6201607095350687,0.5452682728170517,0.5470563456586468,0.19370546346331266,0.23855574575184912,0.6162253804208432,0.0,0.05683344016861008,0.0,1.0,0,0.45607781169747236,29,0.08139534883720931,0.7272727272727273,1
Avagacestat,1072,"Amyloid beta20, Amyloid beta40",Other,EP300_mut,3,25,0.19910367231191514,0.6310764618762661,0.625797610356581,0.4796599859033107,0.42370074470327457,0.24826954120779582,0.22976491650486336,0.43949822429236907,0.0,0.09650365663194496,0.0,0.0,1,0.45607781169747236,29,0.08139534883720931,0.7272727272727273,2
Avagacestat,1072,"Amyloid beta20, Amyloid beta40",Other,RNF43_mut,3,25,0.3635352513854973,0.6988757606810743,0.6169352101321044,0.4617706114703554,0.6412488506536128,0.429023657134515,0.20074159858188945,0.16358036041697657,0.0,0.21246327197683276,0.0,0.0,1,0.45607781169747236,29,0.08139534883720931,0.7272727272727273,3
Avagacestat,1072,"Amyloid beta20, Amyloid beta40",Other,SMAD4_mut,8,20,0.23992241360928626,0.678455631297189,0.612597413050259,0.2568374181306055,0.5941555761455533,0.3170850164575843,0.19487919008595211,0.1786831385976548,0.0,0.20210606835906433,0.0,0.0,1,0.45607781169747236,29,0.08139534883720931,0.7272727272727273,4
Avagacestat,1072,"Amyloid beta20, Amyloid beta40",Other,TP53_mut,23,5,0.07261781136933644,0.6536834422115234,0.6316193802613634,0.6635100837734929,0.4731562150588984,0.2762952768401283,0.15343826237926697,0.7257330422548066,0.0,0.03763284682565314,0.0,1.0,0,0.45607781169747236,29,0.08139534883720931,0.7272727272727273,5
Avagacestat,1072,"Amyloid beta20, Amyloid beta40",Other,cnaPAAD2,9,19,0.15858410530028347,0.6407824236111435,0.6301921250862961,0.3224361996334197,0.43994964419868365,0.22510506237767022,0.24209996994002558,0.3536402089736251,0.0,0.12201237049907131,0.0,0.0,1,0.45607781169747236,29,0.08139534883720931,0.7272727272727273,6
Avagacestat,1072,"Amyloid beta20, Amyloid beta40",Other,cnaPAAD3,3,25,0.18919077783197913,0.6322648090164419,0.6256422753536517,0.45673702321477877,0.4275138027204883,0.221325055610514,0.23215327102038769,0.4623627509811925,0.0,0.09055121150855286,0.0,0.0,1,0.45607781169747236,29,0.08139534883720931,0.7272727272727273,7
Avagacestat,1072,"Amyloid beta20, Amyloid beta40",Other,cnaPAAD4,17,11,0.24231106193105648,0.6428037579352249,0.6439506105265621,0.12168989872044982,0.40955483150113625,0.2783447838600771,0.17527788473953063,0.14330068912543756,0.0,0.22798459984178707,0.0,0.0,1,0.45607781169747236,29,0.08139534883720931,0.7272727272727273,8
5-Fluorouracil,1073,Antimetabolite (DNA & RNA),Other,ARID1A_mut,3,26,0.13216734264759925,0.6831170444745263,0.6203030635290046,0.6191186343213694,0.5872437454568166,0.3966380758029434,0.4058398506034264,0.6057892547163036,0.0,0.05883839100548145,0.0,1.0,0,0.6912765487887591,0,0.09883720930232558,0.7272727272727273,0
5-Fluorouracil,1073,Antimetabolite (DNA & RNA),Other,CDKN2A_mut,4,25,0.10143733774633866,0.6761568286262858,0.6202198547987394,0.5979361641921442,0.5675221477514937,0.32978948643269035,0.4151203365141422,0.6535686522708374,0.0,0.04992722839523639,0.0,1.0,0,0.6912765487887591,0,0.09883720930232558,0.7272727272727273,1
5-Fluorouracil,1073,Antimetabolite (DNA & RNA),Other,EP300_mut,3,26,0.3678262988815399,0.5846314372477478,0.6326814941124528,0.46520537800386635,0.27253450226944376,0.7150999553756154,0.3540686600592795,0.15757829841179188,0.0,0.21684719321988785,0.0,0.0,1,0.6912765487887591,0,0.09883720930232558,0.7272727272727273,2
5-Fluorouracil,1073,Antimetabolite (DNA & RNA),Other,RNF43_mut,4,25,0.3391072877068484,0.7198988382849612,0.6125961928797949,0.1931280306189698,0.7128901438793259,0.40381498968914026,0.3888889080530908,0.14076705050744004,0.0,0.23007627912386944,0.0,0.0,1,0.6912765487887591,0,0.09883720930232558,0.7272727272727273,3
5-Fluorouracil,1073,Antimetabolite (DNA & RNA),Other,SMAD4_mut,8,21,0.2973444275683228,0.702657132208997,0.6044785598205438,0.11497968982540131,0.6848440189959356,0.4222107526536661,0.3784999649809368,0.09596155014913921,0.0,0.27498900315680114,0.0,0.0,1,0.6912765487887591,0,0.09883720930232558,0.7272727272727273,4
5-Fluorouracil,1073,Antimetabolite (DNA & RNA),Other,TP53_mut,24,5,0.24161969993628815,0.647258491028246,0.6716836315657622,0.29877977574926917,0.34937750978104165,0.41947048371644363,0.41289582075884224,0.24659457872462498,0.0,0.16431753549534323,0.0,0.0,1,0.6912765487887591,0,0.09883720930232558,0.7272727272727273,5
5-Fluorouracil,1073,Antimetabolite (DNA & RNA),Other,cnaPAAD2,10,19,0.21891900271142908,0.6250483369175517,0.641655117466438,0.22446984333227243,0.3647243251219055,0.476165503061977,0.35855641125426596,0.18808404617647428,0.0,0.19609193647340747,0.0,0.0,1,0.6912765487887591,0,0.09883720930232558,0.7272727272727273,6
5-Fluorouracil,1073,Antimetabolite (DNA & RNA),Other,cnaPAAD3,3,26,0.5560794294906645,0.5526198948220535,0.6367049516503558,0.0006327224967885552,0.17024211070499523,0.12000514774326353,0.3846175868759549,0.03662213247335333,0.0,0.38770378703309155,0.0,0.0,1,0.6912765487887591,0,0.09883720930232558,0.7272727272727273,7
5-Fluorouracil,1073,Antimetabolite (DNA & RNA),Other,cnaPAAD4,17,12,0.19897836141923977,0.6383557967771187,0.6515688176284699,0.1925283644344265,0.37677537930567867,0.46481910660766534,0.3169655254601453,0.21426836292965462,0.0,0.18080261396357938,0.0,0.0,1,0.6912765487887591,0,0.09883720930232558,0.7272727272727273,8
Dasatinib,1079,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",ARID1A_mut,3,26,0.4288524943435799,0.49961369980469605,0.34564052771349424,0.129632674910624,0.7839033137989065,0.34024513655294025,0.4192164888894515,0.10158088615092216,0.360932997751976,0.26832040568485266,0.360932997751976,0.0,1,0.5871679041961113,64,0.011627906976744186,0.7727272727272727,0
Dasatinib,1079,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",CDKN2A_mut,4,25,0.30788197771075754,0.4733169875392979,0.34593647675291916,0.17311803722193972,0.7077870428700711,0.3690288989206213,0.42872825445491364,0.17961476246726713,0.360932997751976,0.20149613156445775,0.360932997751976,0.0,1,0.5871679041961113,64,0.011627906976744186,0.7727272727272727,1
Dasatinib,1079,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",EP300_mut,3,26,0.332166123312664,0.3417132939272632,0.365486668451735,0.0005989283700855525,0.27933499509528625,0.0,0.43925676889282395,0.2003582815132165,0.360932997751976,0.18867648937578674,0.360932997751976,0.0,1,0.5871679041961113,64,0.011627906976744186,0.7727272727272727,2
Dasatinib,1079,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",RNF43_mut,4,25,0.31318472524868035,0.4743113934427867,0.34576316478076946,0.4725666785369962,0.7110917559659158,0.8180056495215585,0.34560552984076753,0.17247911622216403,0.360932997751976,0.20625072232602182,0.360932997751976,0.0,1,0.5871679041961113,64,0.011627906976744186,0.7727272727272727,3
Dasatinib,1079,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",SMAD4_mut,8,21,0.3308147376344053,0.46563509504022504,0.3342213972175708,0.13683596774418405,0.7165905258096432,0.5554742608019766,0.352887740155193,0.06555466579751235,0.360932997751976,0.3196201633153076,0.360932997751976,0.0,1,0.5871679041961113,64,0.011627906976744186,0.7727272727272727,4
Dasatinib,1079,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",TP53_mut,24,5,0.01933502055832707,0.41058934787776974,0.36095541144656806,0.9326530851960713,0.488576709053218,0.45535881539562467,0.4778718068102549,0.9251891726103613,0.9252041463098876,0.009128342735584317,0.9252041463098876,1.0,0,0.5871679041961113,64,0.011627906976744186,0.7727272727272727,5
Dasatinib,1079,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",cnaPAAD2,10,19,0.09336433398220322,0.39671316449213495,0.3651470785566584,0.4557575657457222,0.43779821772468613,0.15966878725437963,0.5278445514409686,0.5694029969944769,0.6406753303080867,0.06610935220507089,0.6406753303080867,1.0,0,0.5871679041961113,64,0.011627906976744186,0.7727272727272727,6
Dasatinib,1079,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",cnaPAAD3,3,26,0.17894069235718565,0.37302274644644645,0.36155145497072816,0.4703672102785973,0.37938386920549116,0.37846729998405854,0.43723762086111073,0.4856044063096203,0.624480897047648,0.08479482569870724,0.624480897047648,0.0,1,0.5871679041961113,64,0.011627906976744186,0.7727272727272727,7
Dasatinib,1079,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",cnaPAAD4,17,12,0.1820074837310705,0.4291397052712487,0.32934952240285154,0.21651594615143582,0.6248476222922452,0.5263576514437418,0.2809219467698542,0.2548568730412798,0.38250902343038856,0.16045086701905636,0.3825090234303886,0.0,1,0.5871679041961113,64,0.011627906976744186,0.7727272727272727,8
Paclitaxel,1080,Microtubule stabiliser,Mitosis,ARID1A_mut,3,26,0.29336278164085994,0.2685747540576914,0.13857827212379323,0.5002602921285205,0.666583906489134,0.5605473895280242,0.32549074714128545,0.2565097493554825,0.5774817634401748,0.15969239051233,0.5774817634401748,0.0,1,0.4858432752649519,167,0.6337209302325582,0.6818181818181819,0
Paclitaxel,1080,Microtubule stabiliser,Mitosis,CDKN2A_mut,4,25,0.28997215938955767,0.2657313223610666,0.13657089889012422,0.34447983778465124,0.6637172404202745,0.4580258265885175,0.3303110893374895,0.20543308026935178,0.5774817634401748,0.1857423355478197,0.5774817634401748,0.0,1,0.4858432752649519,167,0.6337209302325582,0.6818181818181819,1
Paclitaxel,1080,Microtubule stabiliser,Mitosis,EP300_mut,3,26,0.19884751356839483,0.18170216955974322,0.14949708853624236,0.25554174118917966,0.3889838986164134,0.1976225100809471,0.36143377140214394,0.43888501377676437,0.7901951812819119,0.0966675269366723,0.7901951812819118,0.0,1,0.4858432752649519,167,0.6337209302325582,0.6818181818181819,2
Paclitaxel,1080,Microtubule stabiliser,Mitosis,RNF43_mut,4,25,0.26244489718155806,0.2613492663892044,0.1373346340800562,0.19340814913685273,0.6491543363223145,0.2758377700351605,0.3557485043799801,0.2505283627754219,0.5774817634401748,0.16246067759666794,0.5774817634401748,0.0,1,0.4858432752649519,167,0.6337209302325582,0.6818181818181819,3
Paclitaxel,1080,Microtubule stabiliser,Mitosis,SMAD4_mut,8,21,0.008210757553358785,0.21586551831605336,0.14555247833224108,0.9675918516422287,0.497233663141664,0.4706472542481031,0.31834173712952835,0.9622919019036601,0.9622994494866256,0.004512408500190857,0.9622994494866256,1.0,0,0.4858432752649519,167,0.6337209302325582,0.6818181818181819,4
Paclitaxel,1080,Microtubule stabiliser,Mitosis,TP53_mut,24,5,0.0467547661250467,0.2154542831205993,0.1535150673113026,0.8774025910783909,0.475113348784751,0.3406621913061224,0.5494687819592106,0.8204538267521789,0.9230509846323477,0.0232320241493213,0.9230509846323477,1.0,0,0.4858432752649519,167,0.6337209302325582,0.6818181818181819,5
Paclitaxel,1080,Microtubule stabiliser,Mitosis,cnaPAAD2,10,19,0.05418342491138965,0.20995450213345224,0.1491325343859984,0.735941041938336,0.47088329607977875,0.36529642427638825,0.3629250799591373,0.7407157432737936,0.9230509846323477,0.03523405638266689,0.9230509846323477,1.0,0,0.4858432752649519,167,0.6337209302325582,0.6818181818181819,6
Paclitaxel,1080,Microtubule stabiliser,Mitosis,cnaPAAD3,3,26,0.6897215906693178,0.10722276050831805,0.15885823502074192,0.021284278112357807,0.15098609262122825,0.21076221589101668,0.3175407779975669,0.010960298712074308,0.10042432804819233,0.527871049153536,0.10042432804819233,0.0,1,0.4858432752649519,167,0.6337209302325582,0.6818181818181819,7
Paclitaxel,1080,Microtubule stabiliser,Mitosis,cnaPAAD4,17,12,0.08325623546412754,0.2101911318173942,0.1556712789629246,0.5837733069846787,0.45436387007674633,0.4157835761567058,0.2963290132195467,0.5989144212094845,0.8984920498402732,0.060178113651593354,0.8984920498402732,1.0,0,0.4858432752649519,167,0.6337209302325582,0.6818181818181819,8
Crizotinib,1083,"MET, ALK, ROS1",RTK signaling,ARID1A_mut,3,26,0.16604271722411695,0.6176551700129882,0.5516346050199774,0.6415268152853444,0.580303687424717,0.39642718332502114,0.27515730603537425,0.5173356495492889,0.0,0.07736538404485768,0.0,0.0,1,0.4307965299561935,56,0.5813953488372093,0.9090909090909092,0
Crizotinib,1083,"MET, ALK, ROS1",RTK signaling,CDKN2A_mut,4,25,0.10896795545479407,0.6086745293103112,0.5520090794413133,0.6664686744357924,0.5535900013666306,0.3337800866327531,0.2816342906322871,0.6298125197616885,0.0,0.05427339867725524,0.0,1.0,0,0.4307965299561935,56,0.5813953488372093,0.9090909090909092,1
Crizotinib,1083,"MET, ALK, ROS1",RTK signaling,EP300_mut,3,26,0.07022657539677413,0.5827152084153624,0.5560261288432782,0.6473199961135372,0.46865357748401804,0.15287521834545337,0.29488640241614145,0.7835618180937636,0.0,0.028632902809915445,0.0,1.0,0,0.4307965299561935,56,0.5813953488372093,0.9090909090909092,2
Crizotinib,1083,"MET, ALK, ROS1",RTK signaling,RNF43_mut,4,25,0.4391943131185254,0.6518815600814379,0.5444786574141216,0.18049208632977512,0.6971800997244131,0.3620602579955955,0.25463629823188805,0.05966060269545648,0.0,0.3306472956784136,0.0,0.0,1,0.4307965299561935,56,0.5813953488372093,0.9090909090909092,3
Crizotinib,1083,"MET, ALK, ROS1",RTK signaling,SMAD4_mut,8,21,0.04073770987647383,0.5980521998530959,0.552681525570472,0.8192400259915632,0.5213893266831201,0.32343535308385984,0.2827733388233285,0.8149313429547935,0.0,0.024024858181711316,0.0,1.0,0,0.4307965299561935,56,0.5813953488372093,0.9090909090909092,4
Crizotinib,1083,"MET, ALK, ROS1",RTK signaling,TP53_mut,24,5,0.30892897726233615,0.6016349058396939,0.5103712103647342,0.3610066782851813,0.6429325379155403,0.26075907184289393,0.45898727790965244,0.14153708626890127,0.0,0.22943661533790383,0.0,0.0,1,0.4307965299561935,56,0.5813953488372093,0.9090909090909092,5
Crizotinib,1083,"MET, ALK, ROS1",RTK signaling,cnaPAAD2,10,19,0.07340157641405264,0.5852000999468469,0.5592742096429535,0.607962704121244,0.4672299089427513,0.22374940045850442,0.32271094077758905,0.6542713545675123,0.0,0.04980108735354797,0.0,1.0,0,0.4307965299561935,56,0.5813953488372093,0.9090909090909092,6
Crizotinib,1083,"MET, ALK, ROS1",RTK signaling,cnaPAAD3,3,26,0.5416420550052485,0.5186961399854108,0.5640725391139085,0.19891218520818213,0.2640816289075562,0.3584700659767464,0.25456482292818877,0.04139093333668896,0.0,0.37340406973367335,0.0,0.0,1,0.4307965299561935,56,0.5813953488372093,0.9090909090909092,7
Crizotinib,1083,"MET, ALK, ROS1",RTK signaling,cnaPAAD4,17,12,0.036473959771056226,0.5906472984652231,0.5585824816235081,0.811267080975591,0.4846549742884997,0.33981809198587537,0.24764691058019606,0.8173140998987893,0.0,0.023682121473159966,0.0,1.0,0,0.4307965299561935,56,0.5813953488372093,0.9090909090909092,8
Rapamycin,1084,MTORC1,PI3K/MTOR signaling,ARID1A_mut,3,26,0.0589015369322399,0.29437022131280816,0.23997387296155864,0.8202333104222943,0.47380834264472305,0.2925687579486362,0.28963944992000296,0.8177662216063029,0.9047593314207583,0.02361720087729093,0.9047593314207584,1.0,0,0.3332873578461832,175,0.6104651162790697,0.8181818181818182,0
Rapamycin,1084,MTORC1,PI3K/MTOR signaling,CDKN2A_mut,4,25,0.1908385994203397,0.3303214561266107,0.2341369658595755,0.5380208191367892,0.5921571246505934,0.40936930830263835,0.26925214647905626,0.40069414355320393,0.9018317175743277,0.10735224145938446,0.9018317175743277,0.0,1,0.3332873578461832,175,0.6104651162790697,0.8181818181818182,1
Rapamycin,1084,MTORC1,PI3K/MTOR signaling,EP300_mut,3,26,0.3608963744916787,0.25107192217831364,0.24541593710126455,0.24465080908111525,0.3354492934915048,0.28997523352739957,0.2774730728962581,0.16526740026212894,0.7444551379291162,0.21125995968307307,0.7444551379291162,0.0,1,0.3332873578461832,175,0.6104651162790697,0.8181818181818182,2
