Drug name,Drug ID,Drug target,Target Pathway,Feature Name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,fdr,-log10_pval,fdr_scaled,sensitive,Response_Label,Pathway_Score,Drug name_Enc,Drug target_Enc,Target Pathway_Enc,Feature Name_Enc
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaPAAD4,17,11,0.26116558372311477,0.22204026567594154,0.23218109428794778,0.09610333022214493,0.2870845521958165,0.603994972831473,0.4272261375637995,0.11585513942044127,0.0,0.2529098523764655,0.0,0.0,1,1.0,222,0.627906976744186,0.6818181818181819,8
Cisplatin,1005,DNA crosslinker,DNA replication,ARID1A_mut,3,26,0.0713229612104216,0.6565944850117643,0.6008190429313005,0.81329374922634,0.5625031291516919,0.61274718477412,0.5398692782656043,0.7802726174124329,0.0,0.029126714781835785,0.0,1.0,0,0.6563081938696773,55,0.27325581395348836,0.3181818181818182,0
Cisplatin,1005,DNA crosslinker,DNA replication,CDKN2A_mut,4,25,0.19351317069803883,0.6864059060211087,0.594703290552097,0.44228138294487807,0.6639952349003782,0.571164661586984,0.5352496067711892,0.39421259839734557,0.0,0.10926617055176888,0.0,0.0,1,0.6563081938696773,55,0.27325581395348836,0.3181818181818182,1
Cisplatin,1005,DNA crosslinker,DNA replication,EP300_mut,3,26,0.5210384099959142,0.5090628857564032,0.6193619520364639,0.11887574088650574,0.09106817269014283,0.46923501108780213,0.5078042827430966,0.04915218954898356,0.0,0.3533135786120644,0.0,0.0,1,0.6563081938696773,55,0.27325581395348836,0.3181818181818182,2
Cisplatin,1005,DNA crosslinker,DNA replication,RNF43_mut,4,25,0.37463123500463474,0.7286851359016391,0.5873345721093128,0.18050984270148127,0.8045019690399133,0.560867696671147,0.5135620138866284,0.10516554539132393,0.0,0.2642561078992251,0.0,0.0,1,0.6563081938696773,55,0.27325581395348836,0.3181818181818182,3
Cisplatin,1005,DNA crosslinker,DNA replication,SMAD4_mut,8,21,0.2655251989825086,0.692263070712881,0.5805414349978246,0.11309084102986121,0.7180221867647543,0.46973122725237687,0.5451237252055283,0.13513896424709293,0.0,0.23486040308909942,0.0,0.0,1,0.6563081938696773,55,0.27325581395348836,0.3181818181818182,4
Cisplatin,1005,DNA crosslinker,DNA replication,TP53_mut,24,5,0.19514920668304844,0.6278623081048134,0.6544472663252279,0.3197700429082748,0.3391418834860344,0.5718318978279537,0.45300076535121764,0.3472860443685098,0.0,0.12414013011396222,0.0,0.0,1,0.6563081938696773,55,0.27325581395348836,0.3181818181818182,5
Cisplatin,1005,DNA crosslinker,DNA replication,cnaPAAD2,10,19,0.036526265444665404,0.6305657017901543,0.6072678864893024,0.8231690908993745,0.47097191463499927,0.5617266523019141,0.5472873812462552,0.8233462509863391,0.0,0.022818900339329432,0.0,1.0,0,0.6563081938696773,55,0.27325581395348836,0.3181818181818182,6
Cisplatin,1005,DNA crosslinker,DNA replication,cnaPAAD3,3,26,0.24468091241478748,0.5737884327270126,0.6112267461404856,0.2721123373910296,0.2978976626225445,0.3822889242501083,0.5468304236743359,0.3422107122918697,0.0,0.1258677989690231,0.0,0.0,1,0.6563081938696773,55,0.27325581395348836,0.3181818181818182,7
Cisplatin,1005,DNA crosslinker,DNA replication,cnaPAAD4,17,12,0.46143396172571244,0.58848764050661,0.6790855595820802,0.004555910295654877,0.1615363039390313,0.5444602225506102,0.38140625783453086,0.006326127756062411,0.0,0.5908712522773976,0.0,0.0,1,0.6563081938696773,55,0.27325581395348836,0.3181818181818182,8
Cytarabine,1006,Antimetabolite,Other,ARID1A_mut,3,25,0.37935847605153045,0.574546235130354,0.4344840156505757,0.3204121513228113,0.7649143085810315,0.5632439612806401,0.42720814665225765,0.1466625174531512,0.0,0.22526549890262249,0.0,0.0,1,0.798137055859246,58,0.09302325581395349,0.7272727272727273,0
Cytarabine,1006,Antimetabolite,Other,CDKN2A_mut,3,25,0.37935847605153045,0.574546235130354,0.4344840156505757,0.3204121513228113,0.7649143085810315,0.5632439612806401,0.42720814665225765,0.1466625174531512,0.0,0.22526549890262249,0.0,0.0,1,0.798137055859246,58,0.09302325581395349,0.7272727272727273,1
Cytarabine,1006,Antimetabolite,Other,EP300_mut,3,25,0.20018628860124174,0.4480732490313966,0.4510159599018845,0.5057373215087542,0.3590995129433423,0.4883370446205001,0.45020609942384465,0.4370433500086646,0.0,0.09716106025379655,0.0,0.0,1,0.798137055859246,58,0.09302325581395349,0.7272727272727273,2
Cytarabine,1006,Antimetabolite,Other,RNF43_mut,3,25,0.20403499147794038,0.5379856911033415,0.43926303521088983,0.09214489877642901,0.6476022236663348,0.13624520662942285,0.46945395291487013,0.4283841501672687,0.0,0.09950979096228446,0.0,0.0,1,0.798137055859246,58,0.09302325581395349,0.7272727272727273,3
Cytarabine,1006,Antimetabolite,Other,SMAD4_mut,8,20,0.054763293288098924,0.5024699259391597,0.44089875248222166,0.7513086304522459,0.5415504459842929,0.4632436185413794,0.4632696484210883,0.7548724479011631,0.0,0.03301167080394031,0.0,1.0,0,0.798137055859246,58,0.09302325581395349,0.7272727272727273,4
Cytarabine,1006,Antimetabolite,Other,TP53_mut,23,5,0.48577077050561396,0.47278496707524775,0.544541655445173,0.07119469399342834,0.18391749234568272,0.43154686535609466,0.4471322036298829,0.02522370546325891,0.0,0.43119793067968754,0.0,0.0,1,0.798137055859246,58,0.09302325581395349,0.7272727272727273,5
